Year,Share
1991,0.3042
1995,0.309
2000,0.3178
2005,0.3291
2010,0.3416
2015,0.3442
2019,0.351
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
